id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
BLZF1	10	0.70806	0.86898	1.0	4948	3	0.30821	0.13381	0.36234	0.940563	2743	5	0.30821
C3orf20	10	0.70809	0.86899	1.0	4949	2	0.1763	0.085492	0.26257	0.879694	2126	5	0.1763
CCPG1	10	0.70819	0.86905	1.0	4950	3	0.1914	0.11908	0.33303	0.929232	2550	6	0.1914
TNKS	10	0.70844	0.86918	1.0	4951	3	-0.009147	0.56117	0.80323	1.0	5325	4	-0.009147
TXLNG	10	0.7085	0.86922	1.0	4952	3	0.13056	0.024851	0.10396	0.688573	1075	4	0.13056
AXL	10	0.70851	0.86923	1.0	4953	2	0.1591	0.093863	0.28067	0.899116	2222	5	0.1591
TCF20	10	0.70854	0.86925	1.0	4954	1	0.35359	0.086958	0.2658	0.88382	2141	6	0.35359
TMEM248	10	0.70883	0.86943	1.0	4955	2	0.043568	0.3382	0.62952	1.0	4299	3	0.043568
CEP135	10	0.70885	0.86944	1.0	4956	1	0.060303	0.036488	0.14178	0.741474	1362	4	0.060303
CSRNP2	10	0.70894	0.86949	1.0	4957	3	0.0091326	0.79061	0.91838	1.0	6144	3	0.0091326
ZNF765	10	0.70897	0.8695	1.0	4958	2	0.198	0.41726	0.69298	1.0	4676	4	0.198
HOXB7	10	0.70921	0.86964	1.0	4959	1	0.36271	0.037041	0.14355	0.743716	1374	7	0.36271
CDK16	10	0.70925	0.86966	1.0	4960	2	0.4375	0.0255	0.10619	0.697001	1086	7	0.4375
C16orf54	10	0.70926	0.86967	1.0	4961	3	-0.064403	0.50002	0.75756	1.0	5047	3	-0.064403
ZNF541	10	0.70928	0.86968	1.0	4962	2	0.099805	0.2235	0.4916	1.0	3486	3	0.099805
HPGD	10	0.70932	0.8697	1.0	4963	2	0.51085	0.0011277	0.0077308	0.310762	178	8	0.51085
NEK9	10	0.70932	0.8697	1.0	4964	3	0.044869	0.069605	0.22695	0.853928	1895	4	0.044869
KANSL1	10	0.70954	0.86985	1.0	4965	3	0.12776	0.21421	0.47935	1.0	3407	5	0.12776
HIST1H2AA	10	0.70977	0.86998	1.0	4966	2	0.18291	0.21983	0.48685	1.0	3453	5	0.18291
H1FOO	10	0.70983	0.87001	1.0	4967	3	0.17699	0.15966	0.40367	0.960297	2993	4	0.17699
C16orf58	10	0.70993	0.87007	1.0	4968	2	0.061332	0.67334	0.85984	1.0	5698	2	0.061332
DEDD2	10	0.71008	0.87016	1.0	4969	3	0.0033797	0.92809	0.96791	1.0	6596	1	0.0033797
DLX3	10	0.71046	0.87041	1.0	4970	2	-0.058228	0.16316	0.40885	0.962782	3021	3	-0.058228
ZNF554	10	0.71065	0.87051	1.0	4971	1	0.46672	0.0017903	0.011423	0.36445	224	8	0.46672
FAM5B	10	0.71071	0.87054	1.0	4972	2	0.1183	0.41794	0.69354	1.0	4678	4	0.1183
RGS7	10	0.71083	0.87062	1.0	4973	2	0.092926	0.014174	0.066469	0.620114	763	4	0.092926
FBXO43	10	0.71086	0.87064	1.0	4974	3	0.26565	0.12295	0.34097	0.933607	2598	6	0.26565
GMCL1	10	0.71114	0.87082	1.0	4975	2	0.1267	0.060983	0.20688	0.825076	1788	3	0.1267
FAM109A	10	0.71121	0.87086	1.0	4976	3	0.18951	0.18574	0.44043	0.98326	3193	5	0.18951
DMD	10	0.71147	0.87103	1.0	4977	2	0.41677	0.012251	0.059373	0.597921	706	7	0.41677
NCOA3	10	0.71164	0.87114	1.0	4978	2	0.25981	0.10191	0.29782	0.90868	2332	6	0.25981
ZNF432	10	0.71184	0.87126	1.0	4979	3	0.10235	0.17347	0.42335	0.972442	3102	5	0.10235
EYA2	10	0.71187	0.87128	1.0	4980	3	-0.063198	0.03563	0.13908	0.739036	1341	4	-0.063198
IGF2BP3	10	0.71189	0.87129	1.0	4981	2	0.083604	0.070761	0.22961	0.854183	1914	4	0.083604
RBBP7	10	0.71193	0.87132	1.0	4982	3	0.12702	0.23108	0.50127	1.0	3537	5	0.12702
CXorf27	10	0.71195	0.87133	1.0	4983	1	0.47135	0.00072546	0.005169	0.276384	134	8	0.47135
MYCL1	10	0.71199	0.87136	1.0	4984	3	-0.13817	0.67349	0.85991	1.0	5699	3	-0.13817
ZNF645	10	0.71203	0.87138	1.0	4985	2	0.13275	0.45275	0.72097	1.0	4847	4	0.13275
BTG4	10	0.71208	0.87141	1.0	4986	1	0.038201	0.3009	0.58918	1.0	4076	3	0.038201
SHROOM4	10	0.71209	0.87141	1.0	4987	3	0.012385	0.21365	0.47861	1.0	3401	3	0.012385
ZNF799	10	0.71228	0.87152	1.0	4988	3	0.036947	0.50682	0.76264	1.0	5075	4	0.036947
C1orf101	10	0.71248	0.87166	1.0	4989	2	0.058777	0.099631	0.29303	0.904363	2304	4	0.058777
MKL2	10	0.71266	0.87179	1.0	4990	2	0.51574	0.011275	0.055658	0.587544	675	6	0.51574
ZNF429	10	0.71268	0.87181	1.0	4991	3	0.014126	0.087149	0.26626	0.88382	2145	2	0.014126
KLK1	10	0.71306	0.87202	1.0	4992	1	0.33267	0.10275	0.29956	0.90868	2344	6	0.33267
NACC2	10	0.71312	0.87204	1.0	4993	3	0.078344	0.024672	0.10335	0.687531	1070	4	0.078344
HOXA6	10	0.71365	0.87237	1.0	4994	2	0.22099	0.28415	0.56877	1.0	3949	5	0.22099
MLXIP	10	0.71417	0.87268	1.0	4995	2	0.25252	0.19296	0.45041	0.989884	3240	5	0.25252
TMEM150B	10	0.71426	0.87273	1.0	4996	1	0.03975	0.64176	0.84505	1.0	5590	3	0.03975
PIK3CB	10	0.7144	0.87281	1.0	4997	3	0.1164	0.021607	0.09286	0.664686	995	5	0.1164
BARX2	10	0.71458	0.87293	1.0	4998	2	0.1758	0.11192	0.31868	0.915386	2478	5	0.1758
OTX1	10	0.71471	0.87301	1.0	4999	3	0.31027	0.12942	0.35369	0.940153	2676	5	0.31027
SP8	10	0.71474	0.87303	1.0	5000	3	0.15568	0.12802	0.35091	0.940153	2655	5	0.15568
REC8	10	0.71488	0.87312	1.0	5001	2	0.013506	0.87394	0.94677	1.0	6388	2	0.013506
PPP2R2A	10	0.7149	0.87314	1.0	5002	3	-0.081383	0.51748	0.77081	1.0	5124	4	-0.081383
ZBBX	10	0.71493	0.87315	1.0	5003	2	0.23324	0.10386	0.30185	0.908741	2360	5	0.23324
SPIRE1	10	0.71505	0.87324	1.0	5004	3	0.2503	0.038774	0.14915	0.749007	1418	6	0.2503
ANKRD32	10	0.7151	0.87327	1.0	5005	2	-0.040374	0.0085762	0.044727	0.547447	580	4	-0.040374
ZNF232	10	0.71537	0.87344	1.0	5006	2	-0.015457	0.48002	0.74227	1.0	4957	3	-0.015457
MAT2B	10	0.71544	0.87348	1.0	5007	3	0.32037	0.050814	0.18232	0.789768	1645	6	0.32037
ZFAND2A	10	0.71545	0.87348	1.0	5008	2	0.21761	0.19131	0.44817	0.988753	3231	5	0.21761
CXorf23	10	0.71551	0.87351	1.0	5009	2	0.29535	0.024241	0.10195	0.684068	1061	7	0.29535
SYTL2	10	0.7158	0.87368	1.0	5010	3	-0.065221	0.50637	0.76232	1.0	5072	3	-0.065221
HPGDS	10	0.71617	0.87393	1.0	5011	3	-0.077857	0.27204	0.55361	1.0	3850	3	-0.077857
SUV39H2	10	0.71624	0.87396	1.0	5012	3	0.283	0.084212	0.25981	0.87728	2111	6	0.283
FAM13B	10	0.71627	0.87398	1.0	5013	3	0.31904	0.0062379	0.033706	0.521865	458	6	0.31904
C11orf45	10	0.7164	0.87406	1.0	5014	2	0.38872	0.0035109	0.020482	0.441948	330	8	0.38872
ZNF431	10	0.71651	0.87414	1.0	5015	2	0.38163	0.035476	0.13865	0.738387	1338	6	0.38163
KLF5	10	0.71676	0.87431	1.0	5016	3	0.18713	0.016228	0.073965	0.646514	815	5	0.18713
TMEM116	10	0.71683	0.87435	1.0	5017	3	0.2472	0.031764	0.12667	0.720992	1251	5	0.2472
DOCK7	10	0.71689	0.8744	1.0	5018	3	0.16411	0.28502	0.56986	1.0	3954	4	0.16411
SS18L1	10	0.71692	0.87442	1.0	5019	3	0.021996	0.60437	0.82765	1.0	5476	3	0.021996
XBP1	10	0.71695	0.87444	1.0	5020	3	0.069723	0.43089	0.70372	1.0	4744	4	0.069723
FAM206A	10	0.717	0.87447	1.0	5021	2	0.18207	0.14349	0.37997	0.944275	2863	5	0.18207
CTDNEP1	10	0.71704	0.8745	1.0	5022	2	-0.088057	0.024062	0.10131	0.683868	1055	3	-0.088057
XAF1	10	0.71704	0.8745	1.0	5023	3	-0.0057103	0.88191	0.94943	1.0	6416	1	-0.0057103
CMTM8	10	0.71723	0.87464	1.0	5024	2	-0.096236	0.87184	0.94612	1.0	6383	2	-0.096236
ZCCHC6	10	0.7173	0.8747	1.0	5025	2	0.12713	0.20448	0.46612	0.995925	3334	5	0.12713
ZNF585B	10	0.71735	0.87473	1.0	5026	1	0.26881	0.035834	0.13968	0.740128	1343	7	0.26881
PDK2	10	0.71751	0.87482	1.0	5027	3	0.072846	0.070377	0.22876	0.854183	1907	4	0.072846
PHF7	10	0.7176	0.87488	1.0	5028	2	0.42946	0.069568	0.22688	0.853928	1894	6	0.42946
FAM154B	10	0.71776	0.87497	1.0	5029	3	-0.01722	0.14151	0.37724	0.944021	2837	5	-0.01722
CIC	10	0.71788	0.87505	1.0	5030	2	0.34329	0.0077813	0.04112	0.544232	539	8	0.34329
PDE2A	10	0.71806	0.87516	1.0	5031	3	0.37544	0.01842	0.081585	0.652139	887	6	0.37544
CDV3	10	0.71813	0.87519	1.0	5032	3	0.059807	0.37179	0.65693	1.0	4457	4	0.059807
TMEM86B	10	0.71842	0.87539	1.0	5033	2	0.11323	0.028351	0.11561	0.712562	1156	5	0.11323
COTL1	10	0.71859	0.8755	1.0	5034	3	0.29907	0.088585	0.2693	0.885882	2164	6	0.29907
ZCCHC11	10	0.71865	0.87554	1.0	5035	3	0.0090208	0.21338	0.47824	1.0	3396	2	0.0090208
HIVEP2	10	0.71884	0.87566	1.0	5036	3	0.3201	0.014832	0.06883	0.627052	783	6	0.3201
ZFP64	10	0.71896	0.87573	1.0	5037	3	0.022478	0.2675	0.54795	1.0	3809	4	0.022478
CDK10	10	0.71905	0.87579	1.0	5038	1	0.31547	0.018621	0.082313	0.652139	896	6	0.31547
ZNF670	10	0.71912	0.87583	1.0	5039	3	0.42519	0.0048389	0.027008	0.474966	404	7	0.42519
SIT1	10	0.71934	0.876	1.0	5040	3	-0.1167	0.26304	0.5424	1.0	3785	3	-0.1167
RGS2	10	0.71939	0.87603	1.0	5041	3	0.052015	0.11069	0.31609	0.913044	2465	5	0.052015
CCDC66	10	0.71952	0.87609	1.0	5042	3	0.17384	0.048891	0.17772	0.787474	1609	3	0.17384
CUZD1	10	0.71993	0.87635	1.0	5043	1	0.29555	0.0074256	0.039415	0.536897	523	8	0.29555
ZXDA	10	0.71998	0.87638	1.0	5044	3	0.067557	0.25731	0.53501	1.0	3747	5	0.067557
ATRX	10	0.72001	0.87639	1.0	5045	1	0.51618	0.020078	0.087456	0.655003	952	7	0.51618
AMOT	10	0.72026	0.87653	1.0	5046	3	0.0023254	0.12596	0.34682	0.937308	2634	4	0.0023254
NR1H3	10	0.72029	0.87656	1.0	5047	3	0.022792	0.29957	0.58767	1.0	4068	5	0.022792
NAP1L1	10	0.72079	0.8769	1.0	5048	2	0.062364	0.81411	0.92882	1.0	6237	2	0.062364
FOXC1	10	0.72084	0.87693	1.0	5049	1	0.27918	0.02004	0.08731	0.654597	951	7	0.27918
RPL10L	36	0.72087	0.95558	1.0	5050	11	-0.018406	0.025053	0.15482	0.749007	1080	17	-0.018406
ALDH7A1	10	0.72099	0.87702	1.0	5051	3	0.061132	0.26352	0.54302	1.0	3788	5	0.061132
MEF2A	10	0.72101	0.87703	1.0	5052	1	0.3747	0.017221	0.07744	0.652139	838	6	0.3747
RNF2	10	0.7211	0.87708	1.0	5053	2	0.16258	0.23385	0.50501	1.0	3557	4	0.16258
FAM127A	10	0.72118	0.87713	1.0	5054	2	0.48795	0.010346	0.052197	0.578475	643	6	0.48795
TBRG1	10	0.72133	0.87722	1.0	5055	3	-0.058695	0.92817	0.96794	1.0	6597	2	-0.058695
RAG1	10	0.7214	0.87728	1.0	5056	1	0.21617	0.10261	0.29926	0.90868	2341	5	0.21617
BCAS3	10	0.72149	0.87734	1.0	5057	3	0.17611	0.20052	0.46074	0.993192	3304	5	0.17611
ASB8	10	0.72176	0.87749	1.0	5058	3	-0.029651	0.64489	0.84651	1.0	5603	3	-0.029651
C4orf32	10	0.72179	0.87751	1.0	5059	1	0.16911	0.049651	0.17955	0.789323	1620	5	0.16911
EVX1	10	0.72192	0.8776	1.0	5060	1	0.34551	0.094324	0.28168	0.89953	2229	6	0.34551
TMEM55A	10	0.72201	0.87764	1.0	5061	3	0.1358	0.10437	0.30295	0.908741	2370	4	0.1358
ZBTB21	10	0.72232	0.87783	1.0	5062	3	0.10065	0.48978	0.7498	1.0	5002	4	0.10065
JMJD1C	10	0.72236	0.87787	1.0	5063	2	0.27357	0.12066	0.33635	0.930633	2573	6	0.27357
CD79B	10	0.72247	0.87794	1.0	5064	3	0.13722	0.30726	0.59669	1.0	4124	4	0.13722
PKNOX2	10	0.7227	0.87806	1.0	5065	1	0.1745	0.17941	0.43163	0.980944	3134	5	0.1745
PARK2	10	0.72283	0.87815	1.0	5066	2	0.15105	0.0059295	0.032284	0.511974	449	4	0.15105
TCEA3	10	0.72302	0.87826	1.0	5067	3	0.2211	0.12826	0.35139	0.940153	2660	6	0.2211
C12orf42	10	0.72317	0.87833	1.0	5068	3	0.19459	0.122	0.33905	0.933607	2585	6	0.19459
ZNF628	10	0.72327	0.87839	1.0	5069	2	0.083107	0.14646	0.38436	0.946935	2888	2	0.083107
FAM69B	10	0.7233	0.87842	1.0	5070	3	0.2554	0.20329	0.46448	0.994286	3328	5	0.2554
FBXL7	10	0.72339	0.87845	1.0	5071	3	0.31737	0.037677	0.14565	0.747693	1385	6	0.31737
CAMTA1	10	0.72352	0.87852	1.0	5072	2	0.043387	0.68564	0.86572	1.0	5744	3	0.043387
TMEM45A	10	0.7236	0.87858	1.0	5073	3	0.066301	0.13043	0.35568	0.940153	2689	4	0.066301
CLIP1	10	0.72374	0.87867	1.0	5074	2	0.05123	0.21433	0.47953	1.0	3411	4	0.05123
CIB1	10	0.7239	0.87877	1.0	5075	1	0.16463	0.10837	0.31132	0.908741	2439	6	0.16463
TEAD4	10	0.72406	0.87887	1.0	5076	3	0.24945	0.095959	0.28517	0.902185	2250	6	0.24945
FAM162A	10	0.72407	0.87888	1.0	5077	1	0.074489	0.34801	0.63743	1.0	4348	4	0.074489
TOR1A	10	0.72415	0.87892	1.0	5078	2	0.11728	0.1941	0.452	0.991676	3249	5	0.11728
GNPTAB	10	0.7242	0.87897	1.0	5079	2	0.50647	0.0046196	0.025984	0.47264	391	7	0.50647
NCR1	10	0.72421	0.87897	1.0	5080	2	-0.076475	0.27546	0.55786	1.0	3876	4	-0.076475
AKR1B1	10	0.72433	0.87906	1.0	5081	2	0.14732	0.28453	0.56925	1.0	3952	4	0.14732
ZNF100	10	0.72441	0.87911	1.0	5082	2	0.13859	0.19101	0.44773	0.988503	3228	4	0.13859
AKNA	10	0.72442	0.87911	1.0	5083	2	0.36567	0.0034122	0.019978	0.441948	319	6	0.36567
SYNPO2	10	0.7245	0.87915	1.0	5084	1	0.1601	0.0086531	0.045048	0.547447	586	4	0.1601
ZNF14	10	0.72467	0.87924	1.0	5085	3	-0.0049214	0.92411	0.9661	1.0	6575	2	-0.0049214
BCL9	10	0.72478	0.87932	1.0	5086	2	0.094004	0.09981	0.2934	0.904363	2307	4	0.094004
MYO16	10	0.72501	0.87948	1.0	5087	3	-0.044199	0.54685	0.79243	1.0	5259	3	-0.044199
C6orf120	10	0.72527	0.87965	1.0	5088	2	0.15352	0.40019	0.6794	1.0	4582	4	0.15352
THAP5	10	0.72532	0.87967	1.0	5089	2	0.31092	0.017575	0.078655	0.652139	848	7	0.31092
C1orf227	10	0.72536	0.87969	1.0	5090	2	0.22993	0.10008	0.29395	0.904641	2312	6	0.22993
ZNF502	10	0.7254	0.87971	1.0	5091	3	0.13314	0.045214	0.1686	0.76955	1560	5	0.13314
TCL1A	10	0.72542	0.87972	1.0	5092	2	0.26068	0.017979	0.080144	0.652139	870	6	0.26068
CCDC146	10	0.72545	0.87973	1.0	5093	1	0.085859	0.37852	0.66237	1.0	4480	3	0.085859
PBX2	10	0.72553	0.87978	1.0	5094	2	0.18088	0.25113	0.52715	1.0	3705	4	0.18088
TMEM187	10	0.72558	0.87982	1.0	5095	3	0.14101	0.40819	0.68575	1.0	4631	3	0.14101
CDYL2	10	0.72583	0.87997	1.0	5096	1	0.22312	0.12038	0.33574	0.930587	2570	6	0.22312
BCOR	10	0.72592	0.88002	1.0	5097	2	0.1918	0.15456	0.39608	0.95643	2950	5	0.1918
NKX2-1	10	0.72613	0.88014	1.0	5098	3	0.15205	0.086678	0.26515	0.882807	2139	5	0.15205
CNOT6L	10	0.72617	0.88015	1.0	5099	2	0.1847	0.50076	0.75812	1.0	5050	4	0.1847
SYCE3	10	0.72629	0.88024	1.0	5100	2	0.090526	0.24667	0.52142	1.0	3659	3	0.090526
ZFHX4	10	0.72631	0.88025	1.0	5101	3	0.48231	0.00061143	0.0043897	0.266026	118	7	0.48231
ZNF512B	10	0.72638	0.88028	1.0	5102	2	0.32959	0.020777	0.089903	0.662604	965	6	0.32959
JHDM1D	10	0.72643	0.88031	1.0	5103	2	0.43045	0.0063737	0.034326	0.521865	469	7	0.43045
JMY	10	0.7265	0.88034	1.0	5104	3	0.023215	0.74205	0.89343	1.0	5949	3	0.023215
LOXL2	10	0.72659	0.8804	1.0	5105	3	-0.073803	0.77023	0.90782	1.0	6053	3	-0.073803
YY2	10	0.72665	0.88044	1.0	5106	3	0.0982	0.19981	0.45978	0.993192	3297	4	0.0982
IMPA1	10	0.72668	0.88045	1.0	5107	3	0.32025	0.057147	0.19775	0.810329	1738	5	0.32025
C9orf72	10	0.7269	0.88058	1.0	5108	2	0.041862	0.20528	0.46721	0.996668	3337	3	0.041862
NPPB	10	0.72707	0.88068	1.0	5109	3	0.15015	0.029287	0.11872	0.71371	1185	4	0.15015
HN1L	10	0.7271	0.88069	1.0	5110	3	-0.076209	0.35392	0.64234	1.0	4363	3	-0.076209
ZNF777	10	0.72711	0.88069	1.0	5111	1	0.22796	0.076207	0.24182	0.863241	1996	6	0.22796
ALX1	10	0.72719	0.88075	1.0	5112	3	0.24448	0.12297	0.34102	0.933607	2599	6	0.24448
ING1	10	0.728	0.88127	1.0	5113	1	0.33992	0.052148	0.18551	0.790844	1668	6	0.33992
TMEM128	10	0.72803	0.88128	1.0	5114	2	-0.095989	0.079553	0.2494	0.86897	2043	3	-0.095989
ZC2HC1A	10	0.72813	0.88136	1.0	5115	2	0.30788	0.016909	0.076371	0.652139	831	7	0.30788
RBM6	10	0.72816	0.88138	1.0	5116	3	0.20035	0.24361	0.51763	1.0	3632	5	0.20035
DNAJC7	10	0.72829	0.88147	1.0	5117	3	0.013541	0.10404	0.3022	0.908741	2366	4	0.013541
C16orf70	10	0.72846	0.88158	1.0	5118	2	0.27995	0.050459	0.1815	0.789444	1636	6	0.27995
HIST1H2BO	10	0.72859	0.88165	1.0	5119	2	0.29159	0.26555	0.54555	1.0	3794	5	0.29159
MAP3K15	10	0.72862	0.88165	1.0	5120	3	0.094223	0.14294	0.37919	0.944021	2857	5	0.094223
PPL	10	0.7288	0.88178	1.0	5121	2	0.086479	0.10687	0.30826	0.908741	2406	4	0.086479
DCLRE1C	10	0.72912	0.88197	1.0	5122	2	0.1766	0.25183	0.52803	1.0	3711	5	0.1766
S100A9	10	0.72919	0.88203	1.0	5123	3	0.056554	0.80754	0.92713	1.0	6224	1	0.056554
CDKN3	10	0.72927	0.88209	1.0	5124	1	0.17838	0.15435	0.39577	0.956266	2948	5	0.17838
TCEAL1	10	0.72944	0.88222	1.0	5125	2	0.20186	0.095628	0.28445	0.901371	2244	5	0.20186
MAK	10	0.72965	0.88234	1.0	5126	1	0.45517	0.0011184	0.0076766	0.310762	176	8	0.45517
C1orf172	10	0.72982	0.88245	1.0	5127	2	0.10229	0.43404	0.70626	1.0	4761	3	0.10229
BOK	10	0.72995	0.88252	1.0	5128	3	0.014237	0.16331	0.40906	0.962782	3026	4	0.014237
PER3	10	0.73003	0.88258	1.0	5129	1	0.34889	0.0073454	0.039022	0.534949	521	8	0.34889
NKX3-1	10	0.73004	0.88259	1.0	5130	3	0.1828	0.26563	0.54564	1.0	3795	5	0.1828
ATF3	10	0.7301	0.88262	1.0	5131	3	-0.13112	0.38251	0.66551	1.0	4505	2	-0.13112
RALGAPA1	10	0.73031	0.88275	1.0	5132	3	0.094911	0.38828	0.67011	1.0	4534	4	0.094911
CXorf57	10	0.73032	0.88275	1.0	5133	2	0.13945	0.14018	0.37472	0.944021	2818	6	0.13945
FADS1	10	0.7304	0.8828	1.0	5134	3	0.14957	0.014609	0.068048	0.622916	779	4	0.14957
PSMB9	10	0.73085	0.8831	1.0	5135	3	0.0034226	0.1969	0.45587	0.993105	3272	4	0.0034226
RGS20	10	0.73106	0.88324	1.0	5136	3	0.024004	0.048368	0.17643	0.785527	1601	2	0.024004
SMARCD2	10	0.73116	0.8833	1.0	5137	2	0.10536	0.20859	0.47159	0.998751	3361	5	0.10536
M1AP	10	0.73124	0.88336	1.0	5138	3	0.032201	0.32251	0.61474	1.0	4225	3	0.032201
ZMYM3	10	0.73127	0.88337	1.0	5139	3	0.33249	0.031187	0.1248	0.719642	1235	7	0.33249
ALX4	10	0.73136	0.88343	1.0	5140	3	-0.033512	0.13031	0.35542	0.940153	2688	1	-0.033512
FAM43B	10	0.73157	0.88355	1.0	5141	3	0.022921	0.088295	0.26866	0.88568	2160	4	0.022921
TMEM39A	10	0.73179	0.88369	1.0	5142	2	0.18899	0.075974	0.24126	0.862966	1993	4	0.18899
C2orf73	10	0.73197	0.88378	1.0	5143	2	0.045865	0.53236	0.78188	1.0	5191	3	0.045865
C7orf25	10	0.732	0.88379	1.0	5144	1	0.21133	0.058783	0.20171	0.816837	1761	5	0.21133
MAPT	10	0.73205	0.88383	1.0	5145	3	0.2047	0.1825	0.43597	0.980944	3166	5	0.2047
TMEM168	10	0.73217	0.8839	1.0	5146	3	-0.019397	0.38288	0.66583	1.0	4509	4	-0.019397
MIER2	10	0.7325	0.88411	1.0	5147	2	0.064681	0.20184	0.46255	0.993364	3319	4	0.064681
ZMYND11	10	0.73259	0.88415	1.0	5148	2	0.43205	0.067779	0.22271	0.848346	1870	6	0.43205
NMNAT2	10	0.73267	0.88417	1.0	5149	2	0.55561	0.0030358	0.017995	0.433218	296	7	0.55561
C16orf96	10	0.73288	0.88423	1.0	5150	2	0.20051	0.023773	0.10029	0.682362	1044	5	0.20051
DEPDC1	10	0.73308	0.8843	1.0	5151	2	0.054963	0.32779	0.62095	1.0	4250	5	0.054963
NEK8	10	0.73321	0.88434	1.0	5152	1	0.3308	0.021482	0.09242	0.663751	990	6	0.3308
ULK3	10	0.73381	0.88452	1.0	5153	2	0.044199	0.23847	0.511	1.0	3592	2	0.044199
PKN3	10	0.73397	0.88456	1.0	5154	2	0.44969	0.0084522	0.044162	0.547447	571	7	0.44969
ANKRD12	10	0.73407	0.88459	1.0	5155	2	0.17823	0.3201	0.61196	1.0	4211	5	0.17823
FAM115A	10	0.73417	0.88461	1.0	5156	1	0.18887	0.23961	0.51246	1.0	3598	5	0.18887
C14orf166B	10	0.73417	0.88461	1.0	5157	2	0.24927	0.023968	0.10097	0.683173	1052	7	0.24927
NEK5	10	0.73437	0.88467	1.0	5158	1	0.28544	0.0035555	0.020695	0.441948	334	7	0.28544
LIN37	10	0.73442	0.88468	1.0	5159	2	0.026588	0.31457	0.60534	1.0	4172	1	0.026588
HEXIM2	10	0.73462	0.88475	1.0	5160	2	0.21435	0.2344	0.50572	1.0	3561	5	0.21435
KLHL41	10	0.73515	0.88492	1.0	5161	2	0.22175	0.10265	0.29934	0.90868	2342	6	0.22175
MCM3	10	0.73528	0.88497	1.0	5162	2	0.13694	0.28065	0.56442	1.0	3920	5	0.13694
C1orf111	10	0.73554	0.88505	1.0	5163	2	0.22688	0.094244	0.28147	0.89953	2227	6	0.22688
FAM126B	10	0.73562	0.88508	1.0	5164	1	0.41052	0.010898	0.054244	0.584766	661	7	0.41052
PROX1	10	0.73636	0.88534	1.0	5165	1	0.11228	0.22569	0.49439	1.0	3501	4	0.11228
ZFYVE21	10	0.7364	0.88535	1.0	5166	2	0.21339	0.065143	0.21666	0.839551	1840	5	0.21339
PAX3	10	0.73681	0.8855	1.0	5167	2	0.447	0.002521	0.015348	0.404344	269	7	0.447
NAB1	10	0.73694	0.88554	1.0	5168	2	0.11936	0.51482	0.76885	1.0	5109	4	0.11936
LBX1	10	0.73707	0.88557	1.0	5169	2	0.34336	0.011723	0.057378	0.593376	689	7	0.34336
FAM214A	10	0.73714	0.8856	1.0	5170	2	0.46974	0.010444	0.052566	0.578955	647	7	0.46974
ARID3A	10	0.738	0.88587	1.0	5171	1	0.28676	0.00096354	0.0066983	0.307318	155	7	0.28676
CNOT7	10	0.73808	0.8859	1.0	5172	2	0.08427	0.43146	0.70415	1.0	4747	4	0.08427
SMARCD3	10	0.73899	0.88616	1.0	5173	2	0.43182	0.0043044	0.024474	0.465598	375	7	0.43182
COIL	10	0.73915	0.88621	1.0	5174	1	0.10108	0.16595	0.41281	0.966798	3042	4	0.10108
NACC1	10	0.73928	0.88625	1.0	5175	2	0.35347	0.022545	0.096166	0.672795	1017	6	0.35347
ZMYM2	10	0.73964	0.88636	1.0	5176	2	-0.10888	0.8205	0.93054	1.0	6253	2	-0.10888
LMO4	10	0.73992	0.88646	1.0	5177	2	0.29237	0.060171	0.20498	0.823716	1773	5	0.29237
TSSK4	10	0.74041	0.88661	1.0	5178	2	0.11357	0.05455	0.19153	0.800651	1704	4	0.11357
TNNI2	10	0.74073	0.88671	1.0	5179	2	0.22348	0.10798	0.31057	0.908741	2427	5	0.22348
FAM150B	10	0.74092	0.88677	1.0	5180	2	0.27949	0.02723	0.11205	0.706865	1128	7	0.27949
CERS5	10	0.74146	0.88693	1.0	5181	1	0.21711	0.10551	0.30536	0.908741	2387	6	0.21711
PTGES	10	0.74175	0.88701	1.0	5182	2	0.10403	0.18411	0.43824	0.981758	3182	5	0.10403
ADARB1	10	0.74248	0.88728	1.0	5183	1	0.21985	0.13416	0.363	0.941238	2747	5	0.21985
TBRG4	10	0.74256	0.8873	1.0	5184	1	0.14283	0.43041	0.70332	1.0	4743	4	0.14283
MYH1	10	0.74298	0.88742	1.0	5185	2	0.22771	0.18144	0.43449	0.980944	3153	5	0.22771
TRAF4	10	0.743	0.88742	1.0	5186	2	0.23876	0.038564	0.14846	0.747693	1414	6	0.23876
SNURF	10	0.74336	0.88755	1.0	5187	2	0.12909	0.028599	0.11644	0.712562	1161	5	0.12909
BIVM	10	0.7434	0.88756	1.0	5188	2	0.18276	0.1941	0.45199	0.991676	3248	4	0.18276
TGFB3	10	0.74352	0.8876	1.0	5189	1	0.36819	0.028952	0.11764	0.713094	1175	6	0.36819
HRSP12	10	0.74408	0.88781	1.0	5190	2	0.088855	0.10009	0.29396	0.904641	2313	5	0.088855
TSPYL5	10	0.74412	0.88783	1.0	5191	1	0.45121	0.0084795	0.044287	0.547447	573	6	0.45121
ZNF721	10	0.74433	0.88789	1.0	5192	1	0.077428	0.32828	0.6215	1.0	4253	4	0.077428
